id,naves_id,phrase,addenda,naves_for_transfer
10162,2687,An envious spirit,"",JEALOUSY
10163,2687,FIGURATIVE,"",JEALOUSY
10164,2687,INSTANCES OF,"Cain, of Abel",JEALOUSY
10165,2687,INSTANCES OF,"Sarah, of Hagar",JEALOUSY
10166,2687,INSTANCES OF,"Joseph's brothers, of Joseph",JEALOUSY
10167,2687,INSTANCES OF,"Saul, of David",JEALOUSY
10168,2687,INSTANCES OF,"Joab, of Abner",JEALOUSY
10169,2687,INSTANCES OF,"Nathan, of Adonijah",JEALOUSY
10170,2687,INSTANCES OF,"Ephraimites, of Gideon",JEALOUSY
10171,2687,INSTANCES OF,Of Jephthah,JEALOUSY
10172,2687,INSTANCES OF,The brother of the prodigal son,JEALOUSY
10173,2687,INSTANCES OF,"Sectional, between Israel and the tribe of Judah",JEALOUSY
10174,2688,Descendant of Gershom,"",JEATERAI
10175,2689,Father of Zechariah,"",JEBERECHIAH
10176,2691,One of the tribes of Canaan,"",JEBUSITES
10177,2691,"Land of, given to Abraham and his descendants","",JEBUSITES
10178,2691,Conquered by Joshua,"",JEBUSITES
10179,2691,And,"",JEBUSITES
10180,2691,Conquered by David,"",JEBUSITES
10181,2691,Jerusalem within the territory of,"",JEBUSITES
10182,2691,"Not exterminated, but they intermarry with the Israelites","",JEBUSITES
10183,2691,They pay taxes to Solomon,"",JEBUSITES
10184,2692,Son of Jeconiah,"",JECAMIAH
10185,2693,Mother of Azariah,"",JECHOLIAH
10186,2695,1. Descendant of Simeon,"",JEDAIAH
10187,2695,2. A returned exile,"",JEDAIAH
10188,2695,3. A priest of the captivity,"",JEDAIAH
10189,2695,4. A priest who lived in Jerusalem after the return of the,"",JEDAIAH
10190,2695,"5. Another priest, who returned from Babylon with Nehemiah","",JEDAIAH
10191,2696,1. Son of Benjamin,"",JEDIAEL
10192,2696,2. Son of Shimri,"",JEDIAEL
10193,2696,"3. A chief of the tribe of Manasseh, who joined David at","",JEDIAEL
10194,2696,4. Son of Meshelemiah,"",JEDIAEL
10195,2697,Wife of Amon,"",JEDIDAH
10196,2698,A name given to Solomon,"",JEDIDIAH
10197,2699,A musician of the temple,"",JEDUTHUN
10198,2699,Called ETHAN,"",JEDUTHUN
10199,2699,See titles of,"",JEDUTHUN
10200,2700,A heap of stones (a cairn) on Mount Gilead,"",JEGAR-SAHADUTHA
10201,2701,Descendant of Judah,"",JEHALELEEL
10202,2702,A descendant of Merari,"",JEHALELEL
10203,2703,1. Son of Shubael,"",JEHDEIAH
10204,2703,2. One of David's overseers,"",JEHDEIAH
10205,2704,A priest and head of the twentieth division (shift) in the,"",JEHEZEKEL
10206,2705,A Levite and doorkeeper of the ark of the covenant,"",JEHIAH
10207,2706,"1. A Levite porter, probably identical with JEHIAH above","",JEHIEL
10208,2706,2. A Gershonite Levite,"",JEHIEL
10209,2706,3. A companion of David's sons,"",JEHIEL
10210,2706,4. Son of Jehoshaphat,"",JEHIEL
10211,2706,5. Son of Heman,"",JEHIEL
10212,2706,6. A Levite overseer in the temple,"",JEHIEL
10213,2706,7. A priest who gave extraordinary offerings for the Passover,"",JEHIEL
10214,2706,8. Father of Obadiah,"",JEHIEL
10215,2706,9. Father of Shechaniah,"",JEHIEL
10216,2706,10. Name of two priests who married idolatrous wives,"",JEHIEL
10217,2707,Son of Laadan,"",JEHIELI
10218,2708,Son of Shallum,"",JEHIZKIAH
10219,2709,Son of Ahaz,"",JEHOADAH
10220,2710,Mother of Amaziah,"",JEHOADDAN
10221,2711,1. Son of Jehu and king of Israel,"",JEHOAHAZ
10222,2711,"2. Son of Jehoram, king of Judah","",JEHOAHAZ
10223,2711,3. Also called SHALLUM,King of Judah and successor of Josiah,JEHOAHAZ
10224,2711,3. Also called SHALLUM,Wicked reign of,JEHOAHAZ
10225,2711,3. Also called SHALLUM,"Pharaoh-necho, king of Egypt, invades the kingdom of,",JEHOAHAZ
10226,2711,3. Also called SHALLUM,Prophecies concerning,JEHOAHAZ
10227,2712,1. Also called JOASH,Successor of Jehoahaz,JEHOASH
10228,2712,1. Also called JOASH,Defeats Amaziah,JEHOASH
10229,2712,1. Also called JOASH,Death of,JEHOASH
10230,2713,1. A porter of the tabernacle,"",JEHOHANAN
10231,2713,"2. A military chief under Jehoshaphat, whose corps consisted","",JEHOHANAN
10232,2713,"2. A military chief under Jehoshaphat, whose corps consisted","Probably identical with a captain of a hundred, in",JEHOHANAN
10233,2713,3. Son of Bebai,"",JEHOHANAN
10234,2713,4. A priest among the exiles who returned from Babylon,"",JEHOHANAN
10235,2713,5. A chorister in the temple,"",JEHOHANAN
10236,2714,King of Judah and successor to Jehoiakim,"",JEHOIACHIN
10237,2714,Called JECONIAH,"",JEHOIACHIN
10238,2714,Called CONIAH,"",JEHOIACHIN
10239,2714,Wicked reign of,"",JEHOIACHIN
10240,2714,"Nebuchadnezzar invades his kingdom, takes him away captive to","",JEHOIACHIN
10241,2714,Confined in prison for thirty-seven years,"",JEHOIACHIN
10242,2714,"Released from prison by Evil-merodach, and promoted above","",JEHOIACHIN
10243,2714,Prophecies concerning,"",JEHOIACHIN
10244,2714,Sons of,"",JEHOIACHIN
10245,2714,Ancestor of Jesus,"",JEHOIACHIN
10246,2715,"1. Father of Benaiah, one of David's officers","",JEHOIADA
10247,2715,2. A high priest,"Overthrows Athaliah, the usurping queen of Judah, and",JEHOIADA
10248,2715,2. A high priest,"Salutary influence of, over Jehoash",JEHOIADA
10249,2715,2. A high priest,Directs the repairs of the temple,JEHOIADA
10250,2715,2. A high priest,Death of,JEHOIADA
10251,2715,3. A priest who led three-thousand seven-hundred priests armed,"",JEHOIADA
10252,2715,4. Son of Benaiah,"",JEHOIADA
10253,2715,5. A returned exile,"",JEHOIADA
10254,2715,6. A priest mentioned in Jeremiah's letter to the captive Jews,"",JEHOIADA
10255,2716,King of Judah,"",JEHOIAKIM
10256,2716,Ancestor of Jesus,"",JEHOIAKIM
10257,2716,Wicked reign and final overthrow of,"",JEHOIAKIM
10258,2716,"Dies, and is succeeded by his son, Jehoiachin","",JEHOIAKIM
10259,2717,Two priests bearing the same name,"",JEHOIARIB
10260,2719,1. An overseer of David's storehouses,"",JEHONATHAN
10261,2719,2. A Levite sent to instruct the people in the law,"",JEHONATHAN
10262,2719,3. An obscure priest,"",JEHONATHAN
10263,2720,1. King of Judah,"",JEHORAM
10264,2720,1. King of Judah,"Marries Athaliah, whose wicked counsels influence his reign",JEHORAM
10265,2720,1. King of Judah,Murders his brothers to strengthen himself in his,JEHORAM
10266,2720,1. King of Judah,Edom revolts from,JEHORAM
10267,2720,1. King of Judah,The Philistines and Arabians invade his territory,JEHORAM
10268,2720,1. King of Judah,Death of,JEHORAM
10269,2720,1. King of Judah,Prophecy concerning,JEHORAM
10270,2720,1. King of Judah,Ancestor of Jesus,JEHORAM
10271,2720,3. A priest commissioned to go through Israel and instruct the,See JORAM,JEHORAM
10272,2722,1. David's recorder,"",JEHOSHAPHAT
10273,2722,2. One of Solomon's commissariat officers,"",JEHOSHAPHAT
10274,2722,3. King of Judah,Succeeds Asa,JEHOSHAPHAT
10275,2722,3. King of Judah,Strengthens himself against Israel,JEHOSHAPHAT
10276,2722,3. King of Judah,Inaugurates a system of public instruction in the law,JEHOSHAPHAT
10277,2722,3. King of Judah,His wise reign,JEHOSHAPHAT
10278,2722,3. King of Judah,His system of taxation,JEHOSHAPHAT
10279,2722,3. King of Judah,His military forces and armaments,JEHOSHAPHAT
10280,2722,3. King of Judah,Joins Ahab in an invasion of Ramoth-gilead,JEHOSHAPHAT
10281,2722,3. King of Judah,Rebuked by the prophet Jehu,JEHOSHAPHAT
10282,2722,3. King of Judah,"The allied forces of the Amorites, Moabites, and other",JEHOSHAPHAT
10283,2722,3. King of Judah,"Builds ships for commerce with Tarshish, ships are destroyed",JEHOSHAPHAT
10284,2722,3. King of Judah,"Joins Jehoram, king of Israel, in an invasion of the land of",JEHOSHAPHAT
10285,2722,3. King of Judah,Makes valuable gifts to the temple,JEHOSHAPHAT
10286,2722,3. King of Judah,Death of,JEHOSHAPHAT
10287,2722,3. King of Judah,Religious zeal of,JEHOSHAPHAT
10288,2722,3. King of Judah,Prosperity of,JEHOSHAPHAT
10289,2722,3. King of Judah,"Bequests of, to his children",JEHOSHAPHAT
10290,2722,4. Father of Jehu,"",JEHOSHAPHAT
10291,2722,5. A priest who assisted in bringing the ark of the covenant,"",JEHOSHAPHAT
10292,2722,6. A valley,Called THE VALLEY OF DECISION,JEHOSHAPHAT
10293,2723,Daughter of Joram,"",JEHOSHEBA
10294,2724,A name sometimes given to one of the JOSHUA's,"",JEHOSHUA
10295,2725,A name of one of the JOSHUA's,"",JEHOSHUAH
10296,2726,"Mount Moriah, in Jerusalem, where Abraham offered Isaac","",JEHOVAH-JIREH
10297,2727,An altar,"",JEHOVAH-NISSI
10298,2728,An altar built by Gideon,"",JEHOVAH-SHALOM
10299,2729,"1. Son of Shomer, and one of the assassins of King Jehoash","",JEHOZABAD
10300,2729,2. Son of Obed-edom,"",JEHOZABAD
10301,2729,3. A Benjamite chief who commanded One-hundred and eighty,"",JEHOZABAD
10302,2730,A priest of the exile,"",JEHOZADAK
10303,2731,1. The prophet wbo announced the wrath of Jehovah against,"",JEHU
10304,2731,"2. Son of Nimshi, king of Israel","",JEHU
10305,2731,"2. Son of Nimshi, king of Israel","Religious zeal of, in killing idolaters",JEHU
10306,2731,"2. Son of Nimshi, king of Israel","His territory invaded by Hazael, king of Syria",JEHU
10307,2731,"2. Son of Nimshi, king of Israel",Prophecies concerning,JEHU
10308,2731,"2. Son of Nimshi, king of Israel",Death of,JEHU
10309,2731,3. Son of Obed,"",JEHU
10310,2731,4. Son of Josibiah,"",JEHU
10311,2731,5. A Benjamite,"",JEHU
10312,2732,An Asherite,"",JEHUBBAH
10313,2733,Son of Shelemiah,"",JEHUCAL
10314,2734,A city of the tribe of Dan,"",JEHUD
10315,2735,"A Jew, an official at Jehoiakim's court who read Jeremiah's","",JEHUDI
10316,2736,Wife of Ezra,"",JEHUDIJAH
10317,2737,A Benjamite,"",JEHUSH
10318,2738,1. Also called JEHIEL,A Reubenite,JEIEL
10319,2738,2. A Benjamite,"",JEIEL
10320,2738,3. One of David's heroes,"",JEIEL
10321,2738,4. A Levite and chorister in the tabernacle services,"",JEIEL
10322,2738,"5. A Levite, ancestor of Jehaziel, who encouraged Judah","",JEIEL
10323,2738,6. A scribe during the reign of Uzziah,"",JEIEL
10324,2738,7. A Levite who cleansed the temple,"",JEIEL
10325,2738,"8. A chief of the Levites who gave, with other chiefs,","",JEIEL
10326,2738,"9. A son of Adonikam, an exile who returned to Jerusalem with","",JEIEL
10327,2738,10. A priest who was defiled by marriage to an idolatrous,"",JEIEL
10328,2739,A city in the south of the tribe of Judah,"",JEKABZEEL
10329,2740,Son of Hebron,"",JEKAMEAM
10330,2741,A descendant of Jerahmeel,"",JEKAMIAH
10331,2742,Son of Ezra,"",JEKUTHIEL
10332,2743,Job's daughter,"",JEMIMA
10333,2744,Son of Simeon,"",JEMUEL
10334,2745,"Illegitimate, and therefore not entitled to inherit his","",JEPHTHAH
10335,2745,"Escapes the violence of his half-brothers; lives in the land","",JEPHTHAH
10336,2745,Recalled from the land of Tob by the elders of Gilead,"",JEPHTHAH
10337,2745,Made captain of the army,"",JEPHTHAH
10338,2745,Made head of the land of Gilead,"",JEPHTHAH
10339,2745,His message to the king of the Ammonites,"",JEPHTHAH
10340,2745,Leads the army of Israel against the Ammonites,"",JEPHTHAH
10341,2745,His rash vow concerning bis daughter,"",JEPHTHAH
10342,2745,Falsely accused by the Ephraimites,"",JEPHTHAH
10343,2745,Leads the army of the Gileadites against the Ephraimites,"",JEPHTHAH
10344,2745,"Leads Israel for six years, dies, and is buried in Gilead","",JEPHTHAH
10345,2745,Faith of,"",JEPHTHAH
10346,2746,1. Father of Caleb,"",JEPHUNNEH
10347,2746,2. An Asherite,"",JEPHUNNEH
10348,2747,Son of Joktan,"",JERAH
10349,2748,1. Son of Hezron,"",JERAHMEEL
10350,2748,2. Son of Kish,"",JERAHMEEL
10351,2748,"3. An officer of Jehoiakim, king of Judah","",JERAHMEEL
10352,2749,Son of Ezra,"",JERED
10353,2750,Of the family of Hashum,"",JEREMAI
10354,2751,"1. Of Libnah, grandfather of Jehoahaz","",JEREMIAH
10355,2751,2. A chief of Manasseh,"",JEREMIAH
10356,2751,3. An Israelite who joined David at Ziklag,"",JEREMIAH
10357,2751,4. Two Gadites who joined David at Ziklag,"",JEREMIAH
10358,2751,5. The prophet,"",JEREMIAH
10359,2751,5. The prophet,A Rechabite,JEREMIAH
10360,2751,5. The prophet,A priest,JEREMIAH
10361,2751,5. The prophet,Call of,JEREMIAH
10362,2751,5. The prophet,Time of his prophecies,JEREMIAH
10363,2751,5. The prophet,Letter to the captives in Babylon,JEREMIAH
10364,2751,5. The prophet,"Sorrow of, under persecution",JEREMIAH
10365,2751,5. The prophet,Conspiracy against,JEREMIAH
10366,2751,5. The prophet,Foretells the desolation of Jerusalem,JEREMIAH
10367,2751,5. The prophet,"Pashur, the governor of the temple, scourges and casts him",JEREMIAH
10368,2751,5. The prophet,Denounces Pashur,JEREMIAH
10369,2751,5. The prophet,"His melancholy and complaints against God, in consequence of",JEREMIAH
10370,2751,5. The prophet,Imprisoned by Zedekiah,JEREMIAH
10371,2751,5. The prophet,Nebuchadnezzar directs the release of,JEREMIAH
10372,2751,5. The prophet,Has a friend in Ahikam,JEREMIAH
10373,2751,5. The prophet,"Ebed-melech, the Egyptian, intercedes to the king for him,",JEREMIAH
10374,2751,5. The prophet,"Prophecies of, written by Baruch",JEREMIAH
10375,2751,5. The prophet,"Prophecies of, destroyed by Jehoiakim",JEREMIAH
10376,2751,5. The prophet,"Book of the prophecies of, delivered to Seraiah, with a",JEREMIAH
10377,2751,5. The prophet,Zedekiah seeks counsel from God by,JEREMIAH
10378,2751,5. The prophet,By Johanan and all the people,JEREMIAH
10379,2751,5. The prophet,By Zedekiah,JEREMIAH
10380,2751,5. The prophet,Johanan transports Jeremiah into Egypt,JEREMIAH
10381,2751,5. The prophet,Foretells the conquest of Egypt by Babylon,JEREMIAH
10382,2751,5. The prophet,"Prophecies of, studied by Daniel",JEREMIAH
10383,2751,5. The prophet,Celibacy of,JEREMIAH
10384,2751,5. The prophet,Purchases a field,JEREMIAH
10385,2751,5. The prophet,Over Josiah,JEREMIAH
10386,2751,5. The prophet,Over the prosperity of the wicked,JEREMIAH
10387,2751,5. The prophet,Over the desolation of God's heritage,JEREMIAH
10388,2751,5. The prophet,Over Jerusalem,JEREMIAH
10389,2751,5. The prophet,See BOOK OF LAMENTATIONS,JEREMIAH
10390,2751,5. The prophet,Lives at Mizpah,JEREMIAH
10391,2751,5. The prophet,Prayers of,JEREMIAH
10392,2751,5. The prophet,Zeal of,JEREMIAH
10393,2752,1. A Benjamite,"",JEREMOTH
10394,2752,2. One of the sons of Elam,"",JEREMOTH
10395,2752,3. One of the family of Zattu,"",JEREMOTH
10396,2753,A descendant of Hebron,"",JERIAH
10397,2754,A valiant man of David's guard,"",JERIBAI
10398,2755,1. A city east of Jerusalem and near the Jordan River,"",JERICHO
10399,2755,1. A city east of Jerusalem and near the Jordan River,Called THE CITY OF PALM TREES,JERICHO
10400,2755,1. A city east of Jerusalem and near the Jordan River,"Location of, pleasant",JERICHO
10401,2755,1. A city east of Jerusalem and near the Jordan River,Rahab the harlot lived in,JERICHO
10402,2755,1. A city east of Jerusalem and near the Jordan River,"Joshua sees the ""captain of the host"" of the Lord near",JERICHO
10403,2755,1. A city east of Jerusalem and near the Jordan River,"Besieged by Joshua for seven days; fall and destruction of",JERICHO
10404,2755,1. A city east of Jerusalem and near the Jordan River,Situated within the territory allotted to Benjamin,JERICHO
10405,2755,1. A city east of Jerusalem and near the Jordan River,The Kenites lived at,JERICHO
10406,2755,1. A city east of Jerusalem and near the Jordan River,"King of Moab makes conquest of, and establishes his capital",JERICHO
10407,2755,1. A city east of Jerusalem and near the Jordan River,Rebuilt by Hiel,JERICHO
10408,2755,1. A city east of Jerusalem and near the Jordan River,"Company of ""the sons of the prophets,"" lived at",JERICHO
10409,2755,1. A city east of Jerusalem and near the Jordan River,"Captives of Judah, taken by the king of Israel, released at,",JERICHO
10410,2755,1. A city east of Jerusalem and near the Jordan River,"Inhabitants of, taken captive to Babylon, return to, with",JERICHO
10411,2755,1. A city east of Jerusalem and near the Jordan River,Assist in repairing the walls of Jerusalem,JERICHO
10412,2755,1. A city east of Jerusalem and near the Jordan River,"Blind men healed at, by Jesus",JERICHO
10413,2755,1. A city east of Jerusalem and near the Jordan River,Zacchaeus lived at,JERICHO
10414,2755,2. Plain of,"",JERICHO
10415,2755,3. Waters of,"",JERICHO
10416,2755,3. Waters of,Purified by Elisha,JERICHO
10417,2756,Son of Tola,"",JERIEL
10418,2757,1. Also called JEREMOTH,Son of Bela,JERIMOTH
10419,2757,2. Son of Becher,"",JERIMOTH
10420,2757,"3. The disaffected Israelite, who denounced Saul and joined","",JERIMOTH
10421,2757,4. Son of Mushi,"",JERIMOTH
10422,2757,5. Son of Heman,"",JERIMOTH
10423,2757,6. A ruler of the tribe of Naphtali,"",JERIMOTH
10424,2757,7. A son of David,"",JERIMOTH
10425,2758,Probably identical with AZUBAH,"",JERIOTH
10426,2759,1. First king of Israel after the revolt,Promoted by Solomon,JEROBOAM
10427,2759,1. First king of Israel after the revolt,Ahijah's prophecy concerning,JEROBOAM
10428,2759,1. First king of Israel after the revolt,Flees to Egypt to escape from Solomon,JEROBOAM
